"ensemble","geneName","statistic","pvalue","amplitude","phi","basal","sigma_alpha","sigma_0","qvalue","r"
"ENSG00000185567","AHNAK2",0.369380996423672,0.831361551924539,0.376041720912053,4.30318460345129,3.53740261794952,0,3.34846107567951,0.886321207591804,0.11230284970111
"ENSG00000116991","SIPA1L2",2.71061533592245,0.257867944540976,1.45770334585009,11.2888202232162,12.7412412964279,0.874431467839485,5.18145534752033,0.427292035455018,0.281330870977725
"ENSG00000161618","ALDH16A1",0.911625916585081,0.633932397808405,0.141914426182247,8.83114292749607,3.70723489967535,0.301928754142862,0.796292395025427,0.756039669236364,0.178218989743982
"ENSG00000157833","GAREM2",1.88740042811271,0.389185099612977,0.105171589663744,-0.565345837707915,1.65925327342971,0.466146114808098,0.4530267589054,0.551125417491809,0.232153151213096
"ENSG00000183161","FANCF",8.68787094547717,0.0129853241243032,0.300487565742299,-8.85838770325473,1.6560508466979,0.205545708170139,0.558748971208063,0.0475022240329942,0.537786342751771
"ENSG00000186567","CEACAM19",5.36342490197185,0.0684458435863147,0.634893648478189,-3.65953934918175,1.78151836785849,0.478542132534811,1.40143166294264,0.178645136469907,0.453032185062152
"ENSG00000170035","UBE2E3",6.95815790579184,0.030835799180871,3.96732917224948,8.58850378467072,49.825726697577,10.6484702700475,7.73185187204667,0.097290607872673,0.513114999860868
"ENSG00000071242","RPS6KA2",15.761101118334,0.000378024874419573,2.66008210526172,-0.996516679856036,18.2992707220845,2.05212125867997,3.65854936494316,0.00217952323676886,0.72708656899674
"ENSG00000175920","DOK7",23.4925591678819,7.91873106578471e-06,3.56071789858948,-7.84352941309753,15.5372294019905,2.13561227067718,3.54536336016791,5.96509675679177e-05,1.00433087863266
"ENSG00000240869",NA,0.961487253985524,0.618323418818682,4.78787305582948,2.55274967817277,56.2866732945756,9.03199707525842,28.3562761126975,0.745263685280395,0.168847031845819
"ENSG00000099917","MED15",0.128849919685479,0.937606469759212,0.186235478364771,-4.17720491361369,9.49432179691258,0,2.67913872204347,0.961109586279586,0.069513189754774
